,是否印標,印標人員,Tracking ID,尾碼,SKU ID,Counting Qty,Unnamed: 6,Tracking ID.1,Gruop ID,Status,Sku ID,Sku Name,Countign Qty,Supplier ID,Supplier Name,Unnamed: 15,領標時間,DATE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
0,V,103001.0,TTWK000532429,71,13127609871_113078201091,10.0,13127609871,TTWK000532429,GINTWK0002203170546,Counted,13127609871_113078201091,Bbia 魅雅 Bbia LAST BLUSH 超持妝完美輪廓三色修容餅 原廠直營 蝦皮直送 現貨:#2,10.0,正常,10.0,NO,sp99068@shopee.com,2022-03-18 08:48:34,678054,TW_芃翔企業有限公司(Consignment),詳情質檢,,
1,V,103001.0,TTWK000532403,98,9989161398_46905116765,3.0,9989161398,TTWK000532403,GINTWK0002203170512,Counted,9989161398_46905116765,BBIA LAST第六感粉霧啞光唇膏 原廠直營 蝦皮直送 現貨:05 JUST TRY,3.0,正常,3.0,NO,sp99081@shopee.com,2022-03-18 08:47:52,678054,TW_芃翔企業有限公司(Consignment),詳情質檢,詳情質檢,
2,V,103001.0,TTWK000532428,76,10525224476_111388245221,3.0,10525224476,TTWK000532428,GINTWK0002203170545,Counted,10525224476_111388245221,BBIA 極細雙頭防水抗暈持久眉筆 原廠直營 蝦皮直送 現貨:05杏仁咖啡,3.0,正常,3.0,NO,sp99068@shopee.com,2022-03-18 08:46:44,678054,TW_芃翔企業有限公司(Consignment),詳情質檢,詳情質檢,
3,V,103001.0,TTWK000532402,98,8589151398_46905066724,3.0,8589151398,TTWK000532402,GINTWK0002203170513,Counted,8589151398_46905066724,EGLIPS 粉嫩微醺美肌花瓣腮紅/微心機完美立體修容餅 多款可選 現貨 蝦皮直送 (部分即期):腮紅#03微醺蜜桃 肌膚顯白嫩,3.0,正常,3.0,NO,sp99081@shopee.com,2022-03-18 08:46:25,678054,TW_芃翔企業有限公司(Consignment),詳情質檢,詳情質檢,
4,V,103001.0,TTWK000532427,99,8589151399_56905066659,3.0,8589151399,TTWK000532427,GINTWK0002203170548,Counted,8589151399_56905066659,EGLIPS 0.15超極細抗暈防水眼線膠筆 多款可選 現貨 蝦皮直送:#1,3.0,正常,3.0,NO,sp99068@shopee.com,2022-03-18 08:45:51,678054,TW_芃翔企業有限公司(Consignment),詳情質檢,詳情質檢,
5,V,103001.0,TTWK000498871,37,10859838037_113124489064,2.0,10859838037,TTWK000498871,GINTWK0002203180036,Counted,10859838037_113124489064,東野 兒童/幼幼/水駐極高透氧 醫療口罩50入/盒 藍/綠 台灣製 雙鋼印 蝦皮直送 現貨:藍(幼幼),2.0,正常,2.0,NO,sp2688@shopee.com,2022-03-18 08:45:10,1823898,TW_龜婦有限公司(Consignment),詳情質檢,詳情質檢,
6,V,103001.0,TTWK000502468,93,15452389393_124200644464,3.0,15452389393,TTWK000502468,GINTWK0002203180021,Counted,15452389393_124200644464,淨新 KF94 醫療防護口罩 成人20色 25入/盒 醫療口罩 口罩國家隊 現貨 蝦皮直送:豆綠/25入,3.0,Exception,3.0,NO,sp99029@shopee.com,2022-03-18 08:44:55,774040,TW_果果堅果企業社(Consignment),詳情,詳情,
7,V,103001.0,TTWK000532426,71,13127609871_113078201090,6.0,13127609871,TTWK000532426,GINTWK0002203170547,Counted,13127609871_113078201090,Bbia 魅雅 Bbia LAST BLUSH 超持妝完美輪廓三色修容餅 原廠直營 蝦皮直送 現貨:#1,6.0,正常,6.0,NO,sp99068@shopee.com,2022-03-18 08:44:33,678054,TW_芃翔企業有限公司(Consignment),詳情質檢,詳情質檢,
8,V,103001.0,TTWK000532401,71,10059071571_57520609357,3.0,10059071571,TTWK000532401,GINTWK0002203170514,Counted,10059071571_57520609357,Bbia 魅雅 新款 超強力固定捲翹不暈染防水睫毛膏 原廠直營 蝦皮直送 現貨:1入,3.0,正常,3.0,NO,sp99081@shopee.com,2022-03-18 08:44:22,678054,TW_芃翔企業有限公司(Consignment),詳情質檢,詳情質檢,
9,V,103001.0,TTWK000532439,59,17502455859_96892944063,50.0,17502455859,TTWK000532439,GINTWK0002203180030,Counted,17502455859_96892944063,淨新 醫療防護口罩 成人7色 50入/盒 醫療口罩 口罩國家隊 現貨 蝦皮直送:經典藍/50入,50.0,正常,50.0,NO,sp99061@shopee.com,2022-03-18 08:43:49,774040,TW_果果堅果企業社(Consignment),詳情質檢,詳情質檢,
