,是否印標,印標人員,Tracking ID,尾碼,SKU ID,Counting Qty,Unnamed: 6,Tracking ID.1,Gruop ID,Status,Sku ID,Sku Name,Countign Qty,Supplier ID,Supplier Name,Unnamed: 15,領標時間,DATE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
0,V,42525,TTWK000516346,92,11625859892_84168778567,80.0,11625859892,TTWK000516346,GINTWK0002203010001,Checking,11625859892_84168778567,美琪 抗菌洗手慕斯補充瓶 3785ml (原1加侖) 現貨 蝦皮直送,80.0,正常,80.0,NO,sp1344@shopee.com,2022-03-01 08:26:07,701025.0,TW_美琪生技股份有限公司(Consignment),詳情質檢,,
1,V,42525,TTWK000516347,92,11625859892_84168778567,160.0,11625859892,TTWK000516347,GINTWK0002203010001,Checking,11625859892_84168778567,美琪 抗菌洗手慕斯補充瓶 3785ml (原1加侖) 現貨 蝦皮直送,160.0,正常,160.0,NO,sp1344@shopee.com,2022-03-01 08:34:57,701025.0,TW_美琪生技股份有限公司(Consignment),詳情質檢,,
2,V,42525,TTWK000518112,30,6897238330_56905413662,10.0,6897238330,TTWK000518112,GINTWK0002203010056,Counted,6897238330_56905413662,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#66,10.0,正常,10.0,NO,sp1409@shopee.com,2022-03-01 09:11:09,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,,
3,V,42525,TTWK000518106,09,8289172709_36905474594,5.0,8289172709,TTWK000518106,GINTWK0002203010030,Counted,8289172709_36905474594,innisfree 藍莓平衡卸妝水 200ml(會員兌換禮):兌換禮,5.0,正常,5.0,NO,sp99081@shopee.com,2022-03-01 09:10:19,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
4,V,42525,TTWK000518099,74,7397249074_27200747929,10.0,7397249074,TTWK000518099,GINTWK0002203010051,Counted,7397249074_27200747929,innisfree 我的眼影打底霜 官方旗艦店 悅詩風吟,10.0,正常,10.0,NO,sp99054@shopee.com,2022-03-01 09:09:43,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
5,V,42525,TTWK000518118,03,6997249203_56905413686,15.0,6997249203,TTWK000518118,GINTWK0002203010061,Counted,6997249203_56905413686,innisfree 芥花糖蜜水感護唇膏 3.5g 唇膏 官方旗艦店 悅詩風吟,15.0,正常,15.0,NO,sp99075@shopee.com,2022-03-01 09:09:41,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
6,V,42525,TTWK000518111,13,7097249213_36905453748,20.0,7097249213,TTWK000518111,GINTWK0002203010055,Counted,7097249213_36905453748,innisfree 無油無慮定妝噴霧 50ml 官方旗艦店 悅詩風吟,20.0,正常,20.0,NO,sp1409@shopee.com,2022-03-01 09:08:47,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
7,V,42525,TTWK000518117,59,8489154859_94141331876,10.0,8489154859,TTWK000518117,GINTWK0002203010060,Counted,8489154859_94141331876,innisfree 我的專屬遮瑕 官方旗艦店 悅詩風吟:遮瑕蜜(大範圍)#薄荷綠 7g,10.0,正常,10.0,NO,sp99075@shopee.com,2022-03-01 09:07:31,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
8,V,42525,TTWK000518105,30,6897238330_56905413649,5.0,6897238330,TTWK000518105,GINTWK0002203010032,Counted,6897238330_56905413649,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#49,5.0,正常,5.0,NO,sp99081@shopee.com,2022-03-01 09:06:47,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
9,V,42525,TTWK000518116,30,6897238330_66905453654,15.0,6897238330,TTWK000518116,GINTWK0002203010059,Counted,6897238330_66905453654,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#57,15.0,正常,15.0,NO,sp99075@shopee.com,2022-03-01 09:06:03,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
10,V,42525,TTWK000518110,30,6897238330_56905413642,40.0,6897238330,TTWK000518110,GINTWK0002203010057,Counted,6897238330_56905413642,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#1,40.0,正常,40.0,NO,sp1409@shopee.com,2022-03-01 09:05:44,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
11,V,42525,TTWK000518115,30,6897238330_56905413653,30.0,6897238330,TTWK000518115,GINTWK0002203010062,Counted,6897238330_56905413653,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#21,30.0,正常,30.0,NO,sp99075@shopee.com,2022-03-01 09:04:47,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
12,V,42525,TTWK000518104,30,6897238330_56905413671,13.0,6897238330,TTWK000518104,GINTWK0002203010029,Counted,6897238330_56905413671,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#75,13.0,正常,13.0,NO,sp99081@shopee.com,2022-03-01 09:03:27,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
13,V,42525,TTWK000518098,30,6897238330_66905453656,25.0,6897238330,TTWK000518098,GINTWK0002203010052,Counted,6897238330_66905453656,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#63,25.0,正常,25.0,NO,sp99054@shopee.com,2022-03-01 09:03:26,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
14,V,42525,TTWK000518122,56,11351271856_47349207185,20.0,11351271856,TTWK000518122,GINTWK0002203010034,Counting,11351271856_47349207185,innisfree 自然簡約低敏眼線筆 0.1g 官方旗艦店:#1 石曜黑,20.0,正常,0.0,NO,sp99075@shopee.com,2022-03-01 09:16:53,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情計數,,
15,V,42525,TTWK000518114,22,7697238222_27200748026,10.0,7697238222,TTWK000518114,GINTWK0002203010044,Counted,7697238222_27200748026,innisfree 我的霧面眼影 官方旗艦店 悅詩風吟:#23 冬天鳳仙花,10.0,正常,10.0,NO,sp1409@shopee.com,2022-03-01 09:16:41,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
16,V,42525,TTWK000518121,30,6897238330_56905413651,15.0,6897238330,TTWK000518121,GINTWK0002203010036,Counted,6897238330_56905413651,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#18,15.0,正常,15.0,NO,sp99075@shopee.com,2022-03-01 09:16:15,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
17,V,42525,TTWK000518113,34,8389172734_94141332046,20.0,8389172734,TTWK000518113,GINTWK0002203010058,Counted,8389172734_94141332046,innisfree 妝自然滋養指緣油 官方旗艦店:單品,20.0,正常,20.0,NO,sp1409@shopee.com,2022-03-01 09:14:12,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
18,V,42525,TTWK000518120,32,6997238332_84141317117,20.0,6997238332,TTWK000518120,GINTWK0002203010033,Counted,6997238332_84141317117,innisfree 花漾綿蜜唇萃 4g 霧面奶油絲絨 唇釉 Vivid Cotton Ink 官方旗艦店:#6 褪色的米色鬱金香,20.0,正常,20.0,NO,sp99075@shopee.com,2022-03-01 09:13:52,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
19,V,42525,TTWK000518107,30,6897238330_66905453660,20.0,6897238330,TTWK000518107,GINTWK0002203010031,Counted,6897238330_66905453660,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#2,20.0,正常,20.0,NO,sp99081@shopee.com,2022-03-01 09:13:43,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
20,V,42525,TTWK000518119,70,6997249170_27200747726,30.0,6997249170,TTWK000518119,GINTWK0002203010035,Counted,6997249170_27200747726,innisfree 妝自然護甲基底油 6ml 官方旗艦店 悅詩風吟,30.0,正常,30.0,NO,sp99075@shopee.com,2022-03-01 09:12:15,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
21,V,42525,TTWK000518100,02,7697249002_101388540575,10.0,7697249002,TTWK000518100,GINTWK0002203010053,Counted,7697249002_101388540575,innisfree 濟州石榴活妍美膚霜 50ml 官方旗艦店 悅詩風吟,10.0,正常,10.0,NO,sp99054@shopee.com,2022-03-01 09:12:13,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
22,V,42525,TTWK000518108,89,7497238289_76905453842,50.0,7497238289,TTWK000518108,GINTWK0002203010037,Counted,7497238289_76905453842,innisfree 我的香氛身體乳 330ml 官方旗艦店 悅詩風吟:睡蓮,50.0,正常,50.0,NO,sp99081@shopee.com,2022-03-01 09:24:55,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,,
23,V,42525,TTWK000518132,32,14615844832_122887793586,20.0,14615844832,TTWK000518132,GINTWK0002203010046,Counted,14615844832_122887793586,innisfree 妝自然美妝工具-中眼影刷:中眼影刷,20.0,正常,20.0,NO,sp1409@shopee.com,2022-03-01 09:24:46,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
24,V,42525,TTWK000518131,30,6897238330_56905413648,20.0,6897238330,TTWK000518131,GINTWK0002203010045,Counted,6897238330_56905413648,innisfree 繽紛大地指甲油 Real Color Nail 官方旗艦店 悅詩風吟:#48,20.0,正常,20.0,NO,sp1409@shopee.com,2022-03-01 09:22:19,766109.0,TW_愛茉莉太平洋股份有限公司_innisfree(SBS),詳情質檢,詳情質檢,
