,是否印標,印標人員,Tracking ID,尾碼,SKU ID,Counting Qty,Unnamed: 6,Tracking ID.1,Gruop ID,Status,Sku ID,Sku Name,Countign Qty,Supplier ID,Supplier Name,Unnamed: 15,領標時間,DATE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
0,V,103001.0,TTWK000526944,71,10525946771_76923507051,12.0,10525946771,TTWK000526944,GINTWK0002203160004,Counted,10525946771_76923507051,茶樹莊園 茶樹超濃縮洗碗精1000g 現貨 蝦皮直送:茶樹檸檬,12.0,正常,12.0,NO,sp99061@shopee.com,2022-03-16 08:13:05,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,,
1,V,103001.0,TTWK000526945,91,11725961891_27217537918,12.0,11725961891,TTWK000526945,GINTWK0002203160005,Counted,11725961891_27217537918,茶樹莊園 茶樹天然濃縮洗衣精 罐裝/補充包 蝦皮直送:濃縮酵素 罐裝1800g,12.0,正常,12.0,NO,sp99061@shopee.com,2022-03-16 08:15:26,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,,
2,V,103001.0,TTWK000510235,71,11225889371_84169495635,4.0,11225889371,TTWK000510235,GINTWK0002203160031,Counted,11225889371_84169495635,驅塵氏 加量款 香氛環保清潔袋 大/中/小 薰衣草 檸檬香 垃圾袋 蝦皮直送 現貨:3捲-檸檬香-中,4.0,正常,4.0,NO,sp0880@shopee.com,2022-03-16 08:21:38,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,,
3,V,103001.0,TTWK000526946,91,11725961891_27217537916,12.0,11725961891,TTWK000526946,GINTWK0002203160006,Counted,11725961891_27217537916,茶樹莊園 茶樹天然濃縮洗衣精 罐裝/補充包 蝦皮直送:濃縮抗菌 罐裝2000g,12.0,正常,12.0,NO,sp99061@shopee.com,2022-03-16 08:19:14,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢,
4,V,103001.0,TTWK000510233,45,10625862045_101415412026,12.0,10625862045,TTWK000510233,GINTWK0002203160007,Counted,10625862045_101415412026,Farcent香水 香水室內擴香 120ml 植萃精油 現貨 蝦皮直送:鼠尾草海鹽,12.0,正常,12.0,NO,sp99061@shopee.com,2022-03-16 08:17:34,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢,
5,V,103001.0,TTWK000526948,65,11425887465_94169433906,12.0,11425887465,TTWK000526948,GINTWK0002203160032,Counted,11425887465_94169433906,Farcent香水 香水室內擴香補充品 蝦皮直送:真我星夜100ml,12.0,正常,12.0,NO,sp0880@shopee.com,2022-03-16 08:23:59,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,,
6,V,103001.0,TTWK000470639,94,11525893394_94169513039,24.0,11525893394,TTWK000470639,GINTWK0002203160002,Counted,11525893394_94169513039,去味大師x植感茶香氛 聶永真聯名 竹木香 擴香瓶 80ml 茉莉白茶 麝香綠茶 玫瑰烏龍 天然精油 蝦皮直送 現貨:玫瑰烏龍 80ml,24.0,正常,24.0,NO,sp99061@shopee.com,2022-03-16 08:23:40,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢,
7,V,103001.0,TTWK000526947,71,10525946771_101418127529,12.0,10525946771,TTWK000526947,GINTWK0002203160003,Counted,10525946771_101418127529,茶樹莊園 茶樹超濃縮洗碗精1000g 現貨 蝦皮直送:茶樹海鹽,12.0,正常,12.0,NO,sp99061@shopee.com,2022-03-16 08:21:09,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,詳情質檢,
8,V,103001.0,TTWK000510234,94,11525893394_94169513040,36.0,11525893394,TTWK000510234,GINTWK0002203160001,Counted,11525893394_94169513040,去味大師x植感茶香氛 聶永真聯名 竹木香 擴香瓶 80ml 茉莉白茶 麝香綠茶 玫瑰烏龍 天然精油 蝦皮直送 現貨:茉莉白茶 80ml,36.0,正常,36.0,NO,sp99061@shopee.com,2022-03-16 08:26:59,677933,TW_花仙子企業股份有限公司(Consignment),詳情質檢,,
9,V,103001.0,TTWK000526949,61,11525887761_111416480361,12.0,11525887761,TTWK000526949,GINTWK0002203160035,Counting,11525887761_111416480361,潔霜 潔霜-S浴廁專用清潔劑-強效抗菌配方-1加侖 現貨 蝦皮直送:清潔劑一瓶,0.0,正常,0.0,NO,sp0880@shopee.com,2022-03-16 08:29:09,677933,TW_花仙子企業股份有限公司(Consignment),詳情計數,,
