,是否印標,印標人員,Tracking ID,尾碼,SKU ID,Counting Qty,Unnamed: 6,Tracking ID.1,Gruop ID,Status,Sku ID,Sku Name,Countign Qty,Supplier ID,Supplier Name,Unnamed: 15,領標時間,DATE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
0,V,103001.0,TTWK000523870,99,10325895199_27216942495,12.0,10325895199,TTWK000523870,GINTWK0002203110240,Counted,10325895199_27216942495,糖鼎 黑糖磚 經期保養3包組(玫瑰四物 桂圓紅棗 四合一黑糖) 蝦皮直送 現貨:經期保養3包組,12.0,正常,12.0,NO,sp2771@shopee.com,2022-03-12 08:10:21,691937.0,TW_翔鼎興業有限公司(Consignment),詳情質檢,,
1,V,103001.0,TTWK000519638,50,10425959550_101418511761,40.0,10425959550,TTWK000519638,GINTWK0002203110102,Counted,10425959550_101418511761,果果堅果 乳清蛋白 500克/1公斤裝 不含湯匙(新舊包裝隨機出貨) 健身補給 運動 能量補充 乳清 蝦皮直送:經典奶茶/500g,40.0,正常,40.0,NO,sp99061@shopee.com,2022-03-12 08:15:52,774040.0,TW_果果堅果企業社(Consignment),詳情質檢,,
2,V,103001.0,TTWK000470420,25,10625980425_56923840344,70.0,10625980425,TTWK000470420,GINTWK0002203110241,Counted,10625980425_56923840344,糖鼎-黑糖/冰糖磚 12種口味 精選包 網紅推薦 黑糖 黑糖塊 沖泡 養生 現貨 蝦皮直送:四合一薑母,70.0,正常,70.0,NO,sp2771@shopee.com,2022-03-12 08:26:00,691937.0,TW_翔鼎興業有限公司(Consignment),詳情質檢,,
3,V,103001.0,TTWK000502313,81,12431055881_131389739366,3.0,12431055881,TTWK000502313,GINTWK0002203110418,Counted,12431055881_131389739366,樂米穀場-日本新潟產新之助800G 蝦皮直送 現貨:800G單包,3.0,Exception,3.0,NO,sp0851@shopee.com,2022-03-12 08:20:57,1029406.0,TW_樂米穀場股份有限公司(Consignment),詳情,詳情,
4,V,103001.0,TTWK000519641,81,12431055881_131389739366,9.0,12431055881,TTWK000519641,GINTWK0002203110418,Counted,12431055881_131389739366,樂米穀場-日本新潟產新之助800G 蝦皮直送 現貨:800G單包,9.0,正常,9.0,NO,sp0851@shopee.com,2022-03-12 08:20:24,1029406.0,TW_樂米穀場股份有限公司(Consignment),詳情質檢,詳情質檢,
5,V,103001.0,TTWK000519643,93,10925959693_94170827852,36.0,10925959693,TTWK000519643,GINTWK0002203110414,Counted,10925959693_94170827852,樂米穀場 台東池上競賽履歷糙米2kg (高食味值東部米) CNS一等 2020精饌米得獎品種 脫氧包裝 現貨 蝦皮直送,36.0,正常,36.0,NO,sp0386@shopee.com,2022-03-12 08:27:30,1029406.0,TW_樂米穀場股份有限公司(Consignment),詳情質檢,,
6,V,103001.0,TTWK000519629,25,10625980425_56923840344,30.0,10625980425,TTWK000519629,GINTWK0002203110241,Counted,10625980425_56923840344,糖鼎-黑糖/冰糖磚 12種口味 精選包 網紅推薦 黑糖 黑糖塊 沖泡 養生 現貨 蝦皮直送:四合一薑母,30.0,正常,30.0,NO,sp2771@shopee.com,2022-03-12 08:26:17,691937.0,TW_翔鼎興業有限公司(Consignment),詳情質檢,詳情質檢,
7,V,103001.0,TTWK000519639,50,10425959550_94170811547,80.0,10425959550,TTWK000519639,GINTWK0002203110103,Counted,10425959550_94170811547,果果堅果 乳清蛋白 500克/1公斤裝 不含湯匙(新舊包裝隨機出貨) 健身補給 運動 能量補充 乳清 蝦皮直送:麥芽可可/500g,80.0,正常,80.0,NO,sp99061@shopee.com,2022-03-12 08:30:11,774040.0,TW_果果堅果企業社(Consignment),詳情質檢,,
8,V,103001.0,TTWK000519635,11,10025980511_111418986748,60.0,10025980511,TTWK000519635,GINTWK0002203110325,Counted,10025980511_111418986748,三好米 關山米(5kg) 真空包裝 現貨 蝦皮直送,60.0,正常,60.0,NO,sp99073@shopee.com,2022-03-12 08:29:52,846060.0,TW_億東企業股份有限公司(Consignment),詳情質檢,詳情質檢,
9,V,103001.0,TTWK000523871,72,10325905472_111416984367,60.0,10325905472,TTWK000523871,GINTWK0002203110305,Counted,10325905472_111416984367,樂米穀場 花蓮富里契作生態米(家庭號6kg) CNS一等契作好米 友善環境栽種 脫氧包裝 現貨 蝦皮直送:花蓮富里契作生態米(6kg),60.0,正常,60.0,NO,sp3457@shopee.com,2022-03-12 08:33:42,1029406.0,TW_樂米穀場股份有限公司(Consignment),詳情質檢,,
