,是否印標,印標人員,Tracking ID,尾碼,SKU ID,Counting Qty,Unnamed: 6,Tracking ID.1,Gruop ID,Status,Sku ID,Sku Name,Countign Qty,Supplier ID,Supplier Name,Unnamed: 15,領標時間,DATE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
0,V,42507.0,TTWK000521505,57,12143291857_47723426871,0.0,12143291857,TTWK000521505,GINTWK0002203230561,Counting,12143291857_47723426871,HyRead Gaze 多功能羊毛氈保護套 蝦皮直送 現貨:HyRead毛氈保護套,0.0,正常,0.0,NO,sp99061@shopee.com,2022-03-24 08:11:16,686083,TW_展碁國際股份有限公司(Consignment),詳情計數,,
1,V,42507.0,TTWK000521502,15,15514155115_96152412830,3.0,15514155115,TTWK000521502,GINTWK0002203230562,Counted,15514155115_96152412830,PERIPERA INK 露營小熊炫彩睫毛膏 蝦皮直送 現貨:02奶茶棕,3.0,正常,3.0,NO,sp1409@shopee.com,2022-03-24 08:11:05,2309036,TW_盈鑽國際股份有限公司(Consignment),詳情質檢,詳情質檢,
2,V,42507.0,TTWK000521466,40,14310789840_77931379603,3.0,14310789840,TTWK000521466,GINTWK0002203230520,Counted,14310789840_77931379603,peripera 刻字微笑腮紅(8色任選) 官方直營 蝦皮直送 現貨: 06微笑嫩粉,3.0,正常,3.0,NO,sp99075@shopee.com,2022-03-24 08:11:01,2309036,TW_盈鑽國際股份有限公司(Consignment),詳情質檢,詳情質檢,
3,V,42507.0,TTWK000466606,70,10725976770_101419001468,30.0,10725976770,TTWK000466606,GINTWK0002203230430,Counted,10725976770_101419001468,易珈生技 EJIA 纖Q紅豆水/黑豆水/薏仁水 (2gx30入) 產後調理飲品 沖泡品 現貨 蝦皮直送:紅豆水,30.0,正常,30.0,NO,sp2907@shopee.com,2022-03-24 08:10:50,814119,TW_易珈生技股份有限公司(Consignment),詳情質檢,詳情質檢,
4,V,42507.0,TTWK000521463,68,14230256168_123393965869,30.0,14230256168,TTWK000521463,GINTWK0002203230451,Counted,14230256168_123393965869,【安星】醫療級3D立體口罩 兒童用 Q柴50入盒裝(MIT台灣設計生產製造) 蝦皮直送 現貨:S,30.0,正常,30.0,NO,sp0386@shopee.com,2022-03-24 08:10:29,677972,TW_璿驥國際企業有限公司(Consignment),詳情質檢,詳情質檢,
5,V,42507.0,TTWK000521485,81,10525837281_101414541734,1.0,10525837281,TTWK000521485,GINTWK0002203230491,Counted,10525837281_101414541734,SOFT 99 水砂紙 S 現貨 蝦皮直送,1.0,正常,1.0,NO,sp3457@shopee.com,2022-03-24 08:10:28,691913,TW_台吉化工股份有限公司(Consignment),詳情質檢,詳情質檢,
6,V,42507.0,TTWK000521465,29,13756782529_96085042783,3.0,13756782529,TTWK000521465,GINTWK0002203230521,Counted,13756782529_96085042783,peripera 水嫩感滴露唇釉 (10色任選) 官方直營 蝦皮直送 現貨: 04水嫩粉紫,3.0,正常,3.0,NO,sp99075@shopee.com,2022-03-24 08:09:12,2309036,TW_盈鑽國際股份有限公司(Consignment),詳情質檢,詳情質檢,
7,V,42507.0,TTWK000528489,70,10725976770_101419001469,30.0,10725976770,TTWK000528489,GINTWK0002203230429,Counted,10725976770_101419001469,易珈生技 EJIA 纖Q紅豆水/黑豆水/薏仁水 (2gx30入) 產後調理飲品 沖泡品 現貨 蝦皮直送:黑豆水,30.0,正常,30.0,NO,sp2907@shopee.com,2022-03-24 08:08:34,814119,TW_易珈生技股份有限公司(Consignment),詳情質檢,詳情質檢,
8,V,42507.0,TTWK000521527,16,11775569116_96085049244,0.0,11775569116,TTWK000521527,GINTWK0002203230526,Counting,11775569116_96085049244,peripera 霧感絲絨唇釉(8色任選) 官方直營 蝦皮直送 現貨:05復古紅,0.0,正常,0.0,NO,sp99075@shopee.com,2022-03-24 08:22:29,2309036,TW_盈鑽國際股份有限公司(Consignment),詳情計數,,
9,V,42507.0,TTWK000521508,12,13843271012_121956731954,1.0,13843271012,TTWK000521508,GINTWK0002203230544,Counted,13843271012_121956731954,HyRead 原廠電磁筆(白) 筆芯 蝦皮直送 現貨: HyRead電磁灰筆芯,1.0,正常,1.0,NO,sp0923@shopee.com,2022-03-24 08:22:18,686083,TW_展碁國際股份有限公司(Consignment),詳情質檢,詳情質檢,
10,V,42507.0,TTWK000466609,03,10925947103_111418152381,48.0,10925947103,TTWK000466609,GINTWK0002203230425,Counted,10925947103_111418152381,三點一刻 奶茶 世界風情 經典 原味 奶茶系列 (15入/袋) 3點1刻 蝦皮直送:伯爵奶茶,48.0,正常,48.0,NO,sp0880@shopee.com,2022-03-24 08:22:11,677084,TW_石城實業股份有限公司(Consignment),詳情質檢,詳情質檢,
11,V,42507.0,TTWK000521492,44,11625841244_101414523181,1.0,11625841244,TTWK000521492,GINTWK0002203230468,Counted,11625841244_101414523181,SOFT 99 打蠟泡棉(台製10入 現貨 蝦皮直送,1.0,正常,1.0,NO,sp3457@shopee.com,2022-03-24 08:22:09,691913,TW_台吉化工股份有限公司(Consignment),詳情質檢,詳情質檢,
12,V,42507.0,TTWK000521526,20,12369674720_105005651901,3.0,12369674720,TTWK000521526,GINTWK0002203230527,Counted,12369674720_105005651901,peripera 口袋亮片雙色眼影 官方直營 現貨 蝦皮直送:01夢幻香檳,3.0,正常,3.0,NO,sp99075@shopee.com,2022-03-24 08:22:02,2309036,TW_盈鑽國際股份有限公司(Consignment),詳情質檢,詳情質檢,
13,V,42507.0,TTWK000521516,91,11225954291_66923581528,3.0,11225954291,TTWK000521516,GINTWK0002203230506,Counted,11225954291_66923581528,PINGO 台灣品工 迷你粉鑽PLUS陶瓷三用電棒/電棒捲/離子夾 蝦皮直送:一支,3.0,正常,3.0,NO,sp1225@shopee.com,2022-03-24 08:21:15,775966,TW_台灣美髮網科技有限公司(Consignment),詳情質檢,詳情質檢,
14,V,42507.0,TTWK000498992,64,16217393764_134514267070,0.0,16217393764,TTWK000498992,GINTWK0002203190189,Counting,16217393764_134514267070,Soundcore Life P3 ANC主動降噪真無線藍牙耳機｜肆意玩樂，有聲有色 蝦皮直送:經典黑,0.0,正常,0.0,NO,sp99078@shopee.com,2022-03-24 08:21:04,736346,TW_智選科技有限公司(Consignment),詳情計數,詳情計數,
15,V,42507.0,TTWK000528511,44,10625226044_84140909874,20.0,10625226044,TTWK000528511,GINTWK0002203230446,Counted,10625226044_84140909874,HJ-MINI1 行動電源 10000mAh 數字顯示 小體積大容量 隨身行動充 公司貨 蝦皮直送:黑色,20.0,正常,20.0,NO,sp99061@shopee.com,2022-03-24 08:20:55,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,
16,V,42507.0,TTWK000521462,95,15336757495_151740978733,60.0,15336757495,TTWK000521462,GINTWK0002203230380,Counted,15336757495_151740978733,LINE FRIENDS X 台歐 熊大 丹寧款 KF94 韓版立體醫療口罩 8入/盒 現貨 蝦皮直送:熊大丹寧款,60.0,正常,60.0,NO,sp2907@shopee.com,2022-03-24 08:20:51,2337532,TW_曜年國際有限公司(Consignment),詳情質檢,詳情質檢,
17,V,42507.0,TTWK000521525,40,14310789840_77931379605,3.0,14310789840,TTWK000521525,GINTWK0002203230516,Counted,14310789840_77931379605,peripera 刻字微笑腮紅(8色任選) 官方直營 蝦皮直送 現貨: 08微笑裸膚,3.0,正常,3.0,NO,sp99075@shopee.com,2022-03-24 08:20:29,2309036,TW_盈鑽國際股份有限公司(Consignment),詳情質檢,詳情質檢,
